card,interaction,ability_kind,invariant,message
"War Elephant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Akrasan Squire","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"War Elephant","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Darksteel Relic","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Pygmy Razorback","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Lightning Angel","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Lightning Angel","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Lightning Angel","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Caravan Hurda","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Stormrider Spirit","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Stormrider Spirit","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Squirming Mass","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Archweaver","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Archweaver","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Veteran Cavalier","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Spider-Islanders","goldilocks_keyword_dead","","","keyword=mayhem: board was set up but nothing changed"
"Needlebug","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Needlebug","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Follow the Bodies","goldilocks_keyword_dead","","","keyword=gravestorm: board was set up but nothing changed"
"Follow the Bodies","goldilocks_keyword_dead","","","keyword=investigate: board was set up but nothing changed"
"Myr Enforcer","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Wei Elite Companions","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Lord Dregg, Insect Invader","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Kitsune Blademaster","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Jwar Isle Avenger","goldilocks_keyword_dead","","","keyword=surge: board was set up but nothing changed"
"Jwar Isle Avenger","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Kitsune Blademaster","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Vampire Cutthroat","goldilocks_keyword_dead","","","keyword=skulk: board was set up but nothing changed"
"Vampire Cutthroat","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Cloud Crusader","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Cloud Crusader","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Nightsoil Kami","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Nimble Birdsticker","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Macetail Hystrodon","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Macetail Hystrodon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Thousand-legged Kami","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Seacoast Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Vampire Revenant","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Fencing Ace","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Uktabi Efreet","goldilocks_keyword_dead","","","keyword=cumulative upkeep: board was set up but nothing changed"
"Duskrider Peregrine","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Duskrider Peregrine","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Raging Goblin","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Boggart Ram-Gang","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Boggart Ram-Gang","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Ajani's Sunstriker","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Gurmag Angler","goldilocks_keyword_dead","","","keyword=delve: board was set up but nothing changed"
"Squirrelanoids","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Golden-Tail Disciple","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Iron Giant","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Iron Giant","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Iron Giant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Stormchaser Mage","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Stormchaser Mage","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Calciderm","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Calciderm","goldilocks_keyword_dead","","","keyword=vanishing: board was set up but nothing changed"
"Stormchaser Mage","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Benalish Knight","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Benalish Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Garruk's Companion","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Nacatl Outlander","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Voice of Truth","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Voice of Truth","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Dross Golem","goldilocks_keyword_dead","","","keyword=affinity for swamps: board was set up but nothing changed"
"Dross Golem","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Woodland Changeling","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Rubbleback Rhino","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Sunhome Stalwart","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Sunhome Stalwart","goldilocks_keyword_dead","","","keyword=mentor: board was set up but nothing changed"
"Bloodfire Expert","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Fire-Field Ogre","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Ovalchase Dragster","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Ovalchase Dragster","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Skyshroud Ridgeback","goldilocks_keyword_dead","","","keyword=fading: board was set up but nothing changed"
"Carnival Hellsteed","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Carnival Hellsteed","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Severed Legion","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Carnival Hellsteed","goldilocks_keyword_dead","","","keyword=unleash: board was set up but nothing changed"
"Colossadactyl","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Colossadactyl","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Narwhal","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Narwhal","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Goblin Mountaineer","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Venerable Lammasu","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Axebane Ferox","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Axebane Ferox","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Axebane Ferox","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Timber Wolves","goldilocks_keyword_dead","","","keyword=banding: board was set up but nothing changed"
"Murmuring Phantasm","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Teferi's Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Teferi's Drake","goldilocks_keyword_dead","","","keyword=phasing: board was set up but nothing changed"
"Bull Cerodon","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Bull Cerodon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Aven Sentry","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tabaxi Toucaneers","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tabaxi Toucaneers","goldilocks_keyword_dead","","","keyword=myriad: board was set up but nothing changed"
"Spectral Snatcher","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Goblin Freerunner","goldilocks_keyword_dead","","","keyword=surge: board was set up but nothing changed"
"Goblin Freerunner","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Voice of Reason","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Voice of Reason","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Mountain Yeti","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Mountain Yeti","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Jagwasp Swarm","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Zombie Brute","goldilocks_keyword_dead","","","keyword=amplify: board was set up but nothing changed"
"Zombie Brute","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Boros Swiftblade","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Twins of Maurer Estate","goldilocks_keyword_dead","","","keyword=madness: board was set up but nothing changed"
"Nephalia Seakite","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Nephalia Seakite","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Aven Fleetwing","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Aven Fleetwing","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Canopy Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
